@RELATION 05-TRAINING-SUBCOMPONENTS

@ATTRIBUTE parenttype {,A,BUTTON,DIV,LI,UL,discrete}
@ATTRIBUTE childcount NUMERIC
@ATTRIBUTE positionleft NUMERIC
@ATTRIBUTE positiontop NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE height NUMERIC
@ATTRIBUTE textnodecount NUMERIC
@ATTRIBUTE avchildwidth NUMERIC
@ATTRIBUTE avchildheight NUMERIC
@ATTRIBUTE sdchildwidth NUMERIC
@ATTRIBUTE sdchildheight NUMERIC
@ATTRIBUTE avchildx NUMERIC
@ATTRIBUTE avchildy NUMERIC
@ATTRIBUTE sdchildx NUMERIC
@ATTRIBUTE sdchildy NUMERIC
@ATTRIBUTE subelement {N,Y}

@DATA
DIV,21.0,659.0,193.0,187.0,188.0,6.0,150.33,52.53,13.6,61.49,677.33,258.13,6.8,49.7,N
DIV,20.0,660.0,194.0,185.0,186.0,6.0,147.86,43.0,10.3,51.84,678.57,262.71,5.15,48.29,N
DIV,19.0,660.0,194.0,185.0,186.0,6.0,145.0,32.0,0.0,34.64,680.0,268.0,0.0,46.04,N
DIV,18.0,680.0,208.0,145.0,152.0,6.0,145.0,22.0,0.0,0.0,680.0,273.0,0.0,44.4,Y
UL,2.0,680.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,208.0,0.0,0.0,Y
LI,1.0,680.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,234.0,0.0,0.0,Y
LI,1.0,680.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,260.0,0.0,0.0,Y
LI,1.0,680.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,286.0,0.0,0.0,Y
LI,1.0,680.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,312.0,0.0,0.0,Y
LI,1.0,680.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,338.0,0.0,0.0,Y
LI,1.0,680.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,21.0,659.0,193.0,187.0,188.0,6.0,150.33,52.53,13.6,61.49,677.33,258.13,6.8,49.7,N
DIV,20.0,660.0,194.0,185.0,186.0,6.0,147.86,43.0,10.3,51.84,678.57,262.71,5.15,48.29,N
DIV,19.0,660.0,194.0,185.0,186.0,6.0,145.0,32.0,0.0,34.64,680.0,268.0,0.0,46.04,N
DIV,18.0,680.0,208.0,145.0,152.0,6.0,145.0,22.0,0.0,0.0,680.0,273.0,0.0,44.4,Y
UL,2.0,680.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,208.0,0.0,0.0,Y
LI,1.0,680.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,234.0,0.0,0.0,Y
LI,1.0,680.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,260.0,0.0,0.0,Y
LI,1.0,680.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,286.0,0.0,0.0,Y
LI,1.0,680.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,312.0,0.0,0.0,Y
LI,1.0,680.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,338.0,0.0,0.0,Y
LI,1.0,680.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,19.0,660.0,194.0,185.0,186.0,6.0,145.0,32.0,0.0,34.64,680.0,268.0,0.0,46.04,N
DIV,18.0,680.0,208.0,145.0,152.0,6.0,145.0,22.0,0.0,0.0,680.0,273.0,0.0,44.4,Y
UL,2.0,680.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,208.0,0.0,0.0,Y
LI,1.0,680.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,234.0,0.0,0.0,Y
LI,1.0,680.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,260.0,0.0,0.0,Y
LI,1.0,680.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,286.0,0.0,0.0,Y
LI,1.0,680.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,312.0,0.0,0.0,Y
LI,1.0,680.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,680.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,680.0,338.0,0.0,0.0,Y
LI,1.0,680.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
LI,51.0,409.0,193.0,380.0,322.0,17.0,156.18,71.94,39.71,103.25,474.76,300.62,78.05,87.31,N
DIV,50.0,413.0,193.0,372.0,318.0,17.0,149.64,64.48,13.05,95.36,476.64,303.88,78.46,86.55,N
DIV,35.0,414.0,194.0,185.0,316.0,11.0,146.67,45.08,7.99,76.72,433.17,326.58,4.0,87.38,N
DIV,34.0,414.0,194.0,185.0,316.0,11.0,145.0,33.3,0.0,53.02,434.0,332.35,0.0,84.67,N
DIV,33.0,434.0,208.0,145.0,282.0,11.0,145.0,22.0,0.0,0.0,434.0,338.0,0.0,82.22,Y
UL,2.0,434.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,208.0,0.0,0.0,Y
LI,1.0,434.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,234.0,0.0,0.0,Y
LI,1.0,434.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,260.0,0.0,0.0,Y
LI,1.0,434.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,286.0,0.0,0.0,Y
LI,1.0,434.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,312.0,0.0,0.0,Y
LI,1.0,434.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,338.0,0.0,0.0,Y
LI,1.0,434.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,364.0,0.0,0.0,Y
LI,1.0,434.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,390.0,0.0,0.0,Y
LI,1.0,434.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,416.0,0.0,0.0,Y
LI,1.0,434.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,442.0,0.0,0.0,Y
LI,1.0,434.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,468.0,0.0,0.0,Y
LI,1.0,434.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,13.0,599.0,194.0,185.0,316.0,6.0,149.71,59.14,14.0,57.41,617.14,257.43,7.0,42.04,Y
DIV,12.0,600.0,194.0,184.0,174.0,6.0,144.0,40.0,0.0,35.78,620.0,268.0,0.0,35.78,Y
DIV,10.0,620.0,228.0,144.0,120.0,5.0,144.0,24.0,0.0,0.0,620.0,276.0,0.0,33.94,Y
UL,1.0,620.0,228.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,252.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,276.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,300.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,324.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
DIV,50.0,413.0,193.0,372.0,318.0,17.0,149.64,64.48,13.05,95.36,476.64,303.88,78.46,86.55,N
DIV,35.0,414.0,194.0,185.0,316.0,11.0,146.67,45.08,7.99,76.72,433.17,326.58,4.0,87.38,N
DIV,34.0,414.0,194.0,185.0,316.0,11.0,145.0,33.3,0.0,53.02,434.0,332.35,0.0,84.67,N
DIV,33.0,434.0,208.0,145.0,282.0,11.0,145.0,22.0,0.0,0.0,434.0,338.0,0.0,82.22,Y
UL,2.0,434.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,208.0,0.0,0.0,Y
LI,1.0,434.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,234.0,0.0,0.0,Y
LI,1.0,434.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,260.0,0.0,0.0,Y
LI,1.0,434.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,286.0,0.0,0.0,Y
LI,1.0,434.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,312.0,0.0,0.0,Y
LI,1.0,434.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,338.0,0.0,0.0,Y
LI,1.0,434.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,364.0,0.0,0.0,Y
LI,1.0,434.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,390.0,0.0,0.0,Y
LI,1.0,434.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,416.0,0.0,0.0,Y
LI,1.0,434.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,442.0,0.0,0.0,Y
LI,1.0,434.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,468.0,0.0,0.0,Y
LI,1.0,434.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,13.0,599.0,194.0,185.0,316.0,6.0,149.71,59.14,14.0,57.41,617.14,257.43,7.0,42.04,Y
DIV,12.0,600.0,194.0,184.0,174.0,6.0,144.0,40.0,0.0,35.78,620.0,268.0,0.0,35.78,N
DIV,10.0,620.0,228.0,144.0,120.0,5.0,144.0,24.0,0.0,0.0,620.0,276.0,0.0,33.94,Y
UL,1.0,620.0,228.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,252.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,276.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,300.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,324.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
DIV,34.0,414.0,194.0,185.0,316.0,11.0,145.0,33.3,0.0,53.02,434.0,332.35,0.0,84.67,N
DIV,33.0,434.0,208.0,145.0,282.0,11.0,145.0,22.0,0.0,0.0,434.0,338.0,0.0,82.22,Y
UL,2.0,434.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,208.0,0.0,0.0,Y
LI,1.0,434.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,234.0,0.0,0.0,Y
LI,1.0,434.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,260.0,0.0,0.0,Y
LI,1.0,434.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,286.0,0.0,0.0,Y
LI,1.0,434.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,312.0,0.0,0.0,Y
LI,1.0,434.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,338.0,0.0,0.0,Y
LI,1.0,434.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,364.0,0.0,0.0,Y
LI,1.0,434.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,390.0,0.0,0.0,Y
LI,1.0,434.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,416.0,0.0,0.0,Y
LI,1.0,434.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,442.0,0.0,0.0,Y
LI,1.0,434.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,434.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,434.0,468.0,0.0,0.0,Y
LI,1.0,434.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,12.0,600.0,194.0,184.0,174.0,6.0,144.0,40.0,0.0,35.78,620.0,268.0,0.0,35.78,N
DIV,10.0,620.0,228.0,144.0,120.0,5.0,144.0,24.0,0.0,0.0,620.0,276.0,0.0,33.94,Y
UL,1.0,620.0,228.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,252.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,276.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,300.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
UL,1.0,620.0,324.0,144.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y
LI,25.0,145.0,193.0,195.0,218.0,7.0,151.78,62.44,15.16,76.0,166.61,266.28,7.58,58.93,N
DIV,24.0,149.0,193.0,187.0,214.0,7.0,149.71,53.53,12.89,68.44,167.65,270.59,6.44,57.82,N
DIV,23.0,150.0,194.0,185.0,212.0,7.0,147.5,43.63,9.68,57.53,168.75,275.38,4.84,56.23,N
DIV,22.0,150.0,194.0,185.0,212.0,7.0,145.0,32.4,0.0,38.91,170.0,280.8,0.0,53.87,N
DIV,21.0,170.0,208.0,145.0,178.0,7.0,145.0,22.0,0.0,0.0,170.0,286.0,0.0,52.0,Y
UL,2.0,170.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,208.0,0.0,0.0,Y
LI,1.0,170.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,234.0,0.0,0.0,Y
LI,1.0,170.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,260.0,0.0,0.0,Y
LI,1.0,170.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,286.0,0.0,0.0,Y
LI,1.0,170.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,312.0,0.0,0.0,Y
LI,1.0,170.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,338.0,0.0,0.0,Y
LI,1.0,170.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,364.0,0.0,0.0,Y
LI,1.0,170.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,24.0,149.0,193.0,187.0,214.0,7.0,149.71,53.53,12.89,68.44,167.65,270.59,6.44,57.82,N
DIV,23.0,150.0,194.0,185.0,212.0,7.0,147.5,43.63,9.68,57.53,168.75,275.38,4.84,56.23,N
DIV,22.0,150.0,194.0,185.0,212.0,7.0,145.0,32.4,0.0,38.91,170.0,280.8,0.0,53.87,N
DIV,21.0,170.0,208.0,145.0,178.0,7.0,145.0,22.0,0.0,0.0,170.0,286.0,0.0,52.0,Y
UL,2.0,170.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,208.0,0.0,0.0,Y
LI,1.0,170.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,234.0,0.0,0.0,Y
LI,1.0,170.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,260.0,0.0,0.0,Y
LI,1.0,170.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,286.0,0.0,0.0,Y
LI,1.0,170.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,312.0,0.0,0.0,Y
LI,1.0,170.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,338.0,0.0,0.0,Y
LI,1.0,170.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,364.0,0.0,0.0,Y
LI,1.0,170.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,22.0,150.0,194.0,185.0,212.0,7.0,145.0,32.4,0.0,38.91,170.0,280.8,0.0,53.87,N
DIV,21.0,170.0,208.0,145.0,178.0,7.0,145.0,22.0,0.0,0.0,170.0,286.0,0.0,52.0,Y
UL,2.0,170.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,208.0,0.0,0.0,Y
LI,1.0,170.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,234.0,0.0,0.0,Y
LI,1.0,170.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,260.0,0.0,0.0,Y
LI,1.0,170.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,286.0,0.0,0.0,Y
LI,1.0,170.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,312.0,0.0,0.0,Y
LI,1.0,170.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,338.0,0.0,0.0,Y
LI,1.0,170.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,170.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,170.0,364.0,0.0,0.0,Y
LI,1.0,170.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
LI,55.0,76.0,193.0,380.0,374.0,20.0,152.56,78.14,46.35,122.34,129.17,328.81,67.87,107.88,N
DIV,54.0,80.0,193.0,372.0,370.0,20.0,146.29,69.8,28.19,113.53,130.57,332.69,68.32,106.91,N
DIV,41.0,81.0,194.0,185.0,368.0,13.0,146.43,45.5,7.42,84.85,100.29,352.36,3.71,102.73,N
DIV,40.0,81.0,194.0,185.0,368.0,13.0,145.0,33.56,0.0,58.92,101.0,358.22,0.0,99.91,N
DIV,39.0,101.0,208.0,145.0,334.0,13.0,145.0,22.0,0.0,0.0,101.0,364.0,0.0,97.28,Y
UL,2.0,101.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,208.0,0.0,0.0,Y
LI,1.0,101.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,234.0,0.0,0.0,Y
LI,1.0,101.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,260.0,0.0,0.0,Y
LI,1.0,101.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,286.0,0.0,0.0,Y
LI,1.0,101.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,312.0,0.0,0.0,Y
LI,1.0,101.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,338.0,0.0,0.0,Y
LI,1.0,101.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,364.0,0.0,0.0,Y
LI,1.0,101.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,390.0,0.0,0.0,Y
LI,1.0,101.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
