@RELATION 05-TRAINING-SUBCOMPONENTS

@ATTRIBUTE parenttype {,A,BUTTON,DIV,LI,UL,discrete}
@ATTRIBUTE childcount NUMERIC
@ATTRIBUTE positionleft NUMERIC
@ATTRIBUTE positiontop NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE height NUMERIC
@ATTRIBUTE textnodecount NUMERIC
@ATTRIBUTE avchildwidth NUMERIC
@ATTRIBUTE avchildheight NUMERIC
@ATTRIBUTE sdchildwidth NUMERIC
@ATTRIBUTE sdchildheight NUMERIC
@ATTRIBUTE avchildx NUMERIC
@ATTRIBUTE avchildy NUMERIC
@ATTRIBUTE sdchildx NUMERIC
@ATTRIBUTE sdchildy NUMERIC
@ATTRIBUTE subelement {N,Y}

@DATA
UL,2.0,101.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,416.0,0.0,0.0,Y
LI,1.0,101.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,442.0,0.0,0.0,Y
LI,1.0,101.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,468.0,0.0,0.0,Y
LI,1.0,101.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,494.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,494.0,0.0,0.0,Y
LI,1.0,101.0,494.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,520.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,520.0,0.0,0.0,Y
LI,1.0,101.0,520.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,11.0,266.0,194.0,185.0,368.0,7.0,130.0,86.6,66.26,103.7,283.0,278.0,8.0,89.74,N
DIV,10.0,267.0,194.0,180.0,276.0,7.0,117.5,39.25,68.6,47.24,287.0,299.0,0.0,88.66,N
DIV,1.0,287.0,208.0,140.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,4.0,287.0,228.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,2.0,287.0,430.0,165.0,17.0,2.0,165.0,120.0,0.0,0.0,287.0,330.0,0.0,0.0,N
A,1.0,287.0,330.0,165.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,54.0,80.0,193.0,372.0,370.0,20.0,146.29,69.8,28.19,113.53,130.57,332.69,68.32,106.91,N
DIV,41.0,81.0,194.0,185.0,368.0,13.0,146.43,45.5,7.42,84.85,100.29,352.36,3.71,102.73,N
DIV,40.0,81.0,194.0,185.0,368.0,13.0,145.0,33.56,0.0,58.92,101.0,358.22,0.0,99.91,N
DIV,39.0,101.0,208.0,145.0,334.0,13.0,145.0,22.0,0.0,0.0,101.0,364.0,0.0,97.28,Y
UL,2.0,101.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,208.0,0.0,0.0,Y
LI,1.0,101.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,234.0,0.0,0.0,Y
LI,1.0,101.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,260.0,0.0,0.0,Y
LI,1.0,101.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,286.0,0.0,0.0,Y
LI,1.0,101.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,312.0,0.0,0.0,Y
LI,1.0,101.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,338.0,0.0,0.0,Y
LI,1.0,101.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,364.0,0.0,0.0,Y
LI,1.0,101.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,390.0,0.0,0.0,Y
LI,1.0,101.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,416.0,0.0,0.0,Y
LI,1.0,101.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,442.0,0.0,0.0,Y
LI,1.0,101.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,468.0,0.0,0.0,Y
LI,1.0,101.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,494.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,494.0,0.0,0.0,Y
LI,1.0,101.0,494.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,520.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,520.0,0.0,0.0,Y
LI,1.0,101.0,520.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,11.0,266.0,194.0,185.0,368.0,7.0,130.0,86.6,66.26,103.7,283.0,278.0,8.0,89.74,N
DIV,10.0,267.0,194.0,180.0,276.0,7.0,117.5,39.25,68.6,47.24,287.0,299.0,0.0,88.66,N
DIV,1.0,287.0,208.0,140.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,4.0,287.0,228.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,2.0,287.0,430.0,165.0,17.0,2.0,165.0,120.0,0.0,0.0,287.0,330.0,0.0,0.0,N
A,1.0,287.0,330.0,165.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,40.0,81.0,194.0,185.0,368.0,13.0,145.0,33.56,0.0,58.92,101.0,358.22,0.0,99.91,N
DIV,39.0,101.0,208.0,145.0,334.0,13.0,145.0,22.0,0.0,0.0,101.0,364.0,0.0,97.28,Y
UL,2.0,101.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,208.0,0.0,0.0,Y
LI,1.0,101.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,234.0,0.0,0.0,Y
LI,1.0,101.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,260.0,0.0,0.0,Y
LI,1.0,101.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,286.0,0.0,0.0,Y
LI,1.0,101.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,312.0,0.0,0.0,Y
LI,1.0,101.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,338.0,0.0,0.0,Y
LI,1.0,101.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,364.0,0.0,0.0,Y
LI,1.0,101.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,390.0,0.0,0.0,Y
LI,1.0,101.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,416.0,0.0,0.0,Y
LI,1.0,101.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,442.0,0.0,0.0,Y
LI,1.0,101.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,468.0,0.0,0.0,Y
LI,1.0,101.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,494.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,494.0,0.0,0.0,Y
LI,1.0,101.0,494.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,101.0,520.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,101.0,520.0,0.0,0.0,Y
LI,1.0,101.0,520.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
LI,49.0,245.0,193.0,195.0,426.0,15.0,148.59,67.88,11.54,125.76,268.21,367.32,5.77,122.46,N
DIV,48.0,249.0,193.0,187.0,422.0,15.0,147.42,57.15,9.54,111.26,268.79,372.61,4.77,120.42,N
DIV,47.0,250.0,194.0,185.0,420.0,15.0,146.25,45.81,6.96,92.32,269.38,378.19,3.48,118.01,N
DIV,46.0,250.0,194.0,185.0,420.0,15.0,145.0,33.74,0.0,64.31,270.0,384.13,0.0,115.09,N
DIV,45.0,270.0,208.0,145.0,386.0,15.0,145.0,22.0,0.0,0.0,270.0,390.0,0.0,112.33,Y
UL,2.0,270.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,208.0,0.0,0.0,Y
LI,1.0,270.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,234.0,0.0,0.0,Y
LI,1.0,270.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,260.0,0.0,0.0,Y
LI,1.0,270.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,286.0,0.0,0.0,Y
LI,1.0,270.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,312.0,0.0,0.0,Y
LI,1.0,270.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,338.0,0.0,0.0,Y
LI,1.0,270.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,364.0,0.0,0.0,Y
LI,1.0,270.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,390.0,0.0,0.0,Y
LI,1.0,270.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,416.0,0.0,0.0,Y
LI,1.0,270.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,442.0,0.0,0.0,Y
LI,1.0,270.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,468.0,0.0,0.0,Y
LI,1.0,270.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,494.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,494.0,0.0,0.0,Y
LI,1.0,270.0,494.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,520.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,520.0,0.0,0.0,Y
LI,1.0,270.0,520.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,546.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,546.0,0.0,0.0,Y
LI,1.0,270.0,546.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,572.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,572.0,0.0,0.0,Y
LI,1.0,270.0,572.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,48.0,249.0,193.0,187.0,422.0,15.0,147.42,57.15,9.54,111.26,268.79,372.61,4.77,120.42,N
DIV,47.0,250.0,194.0,185.0,420.0,15.0,146.25,45.81,6.96,92.32,269.38,378.19,3.48,118.01,N
DIV,46.0,250.0,194.0,185.0,420.0,15.0,145.0,33.74,0.0,64.31,270.0,384.13,0.0,115.09,N
DIV,45.0,270.0,208.0,145.0,386.0,15.0,145.0,22.0,0.0,0.0,270.0,390.0,0.0,112.33,Y
UL,2.0,270.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,208.0,0.0,0.0,Y
LI,1.0,270.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,234.0,0.0,0.0,Y
LI,1.0,270.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,260.0,0.0,0.0,Y
LI,1.0,270.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,286.0,0.0,0.0,Y
LI,1.0,270.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,312.0,0.0,0.0,Y
LI,1.0,270.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,338.0,0.0,0.0,Y
LI,1.0,270.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,364.0,0.0,0.0,Y
LI,1.0,270.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,390.0,0.0,0.0,Y
LI,1.0,270.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,416.0,0.0,0.0,Y
LI,1.0,270.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,442.0,0.0,0.0,Y
LI,1.0,270.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,468.0,0.0,0.0,Y
LI,1.0,270.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,494.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,494.0,0.0,0.0,Y
LI,1.0,270.0,494.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,520.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,520.0,0.0,0.0,Y
LI,1.0,270.0,520.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,546.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,546.0,0.0,0.0,Y
LI,1.0,270.0,546.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,572.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,572.0,0.0,0.0,Y
LI,1.0,270.0,572.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,46.0,250.0,194.0,185.0,420.0,15.0,145.0,33.74,0.0,64.31,270.0,384.13,0.0,115.09,N
DIV,45.0,270.0,208.0,145.0,386.0,15.0,145.0,22.0,0.0,0.0,270.0,390.0,0.0,112.33,Y
UL,2.0,270.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,208.0,0.0,0.0,Y
LI,1.0,270.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,234.0,0.0,0.0,Y
LI,1.0,270.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,260.0,0.0,0.0,Y
LI,1.0,270.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,286.0,0.0,0.0,Y
LI,1.0,270.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,312.0,0.0,0.0,Y
LI,1.0,270.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,338.0,0.0,0.0,Y
LI,1.0,270.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,364.0,0.0,0.0,Y
LI,1.0,270.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,390.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,390.0,0.0,0.0,Y
LI,1.0,270.0,390.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,416.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,416.0,0.0,0.0,Y
LI,1.0,270.0,416.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,442.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,442.0,0.0,0.0,Y
LI,1.0,270.0,442.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,468.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,468.0,0.0,0.0,Y
LI,1.0,270.0,468.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,494.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,494.0,0.0,0.0,Y
LI,1.0,270.0,494.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,520.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,520.0,0.0,0.0,Y
LI,1.0,270.0,520.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,546.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,546.0,0.0,0.0,Y
LI,1.0,270.0,546.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,270.0,572.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,270.0,572.0,0.0,0.0,Y
LI,1.0,270.0,572.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
LI,25.0,330.0,193.0,195.0,218.0,7.0,151.78,62.44,15.16,76.0,351.61,266.28,7.58,58.93,N
DIV,24.0,334.0,193.0,187.0,214.0,7.0,149.71,53.53,12.89,68.44,352.65,270.59,6.44,57.82,N
DIV,23.0,335.0,194.0,185.0,212.0,7.0,147.5,43.63,9.68,57.53,353.75,275.38,4.84,56.23,N
DIV,22.0,335.0,194.0,185.0,212.0,7.0,145.0,32.4,0.0,38.91,355.0,280.8,0.0,53.87,N
DIV,21.0,355.0,208.0,145.0,178.0,7.0,145.0,22.0,0.0,0.0,355.0,286.0,0.0,52.0,Y
UL,2.0,355.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,208.0,0.0,0.0,Y
LI,1.0,355.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,234.0,0.0,0.0,Y
LI,1.0,355.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,260.0,0.0,0.0,Y
LI,1.0,355.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,286.0,0.0,0.0,Y
LI,1.0,355.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,312.0,0.0,0.0,Y
LI,1.0,355.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,338.0,0.0,0.0,Y
LI,1.0,355.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,364.0,0.0,0.0,Y
LI,1.0,355.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,24.0,334.0,193.0,187.0,214.0,7.0,149.71,53.53,12.89,68.44,352.65,270.59,6.44,57.82,N
DIV,23.0,335.0,194.0,185.0,212.0,7.0,147.5,43.63,9.68,57.53,353.75,275.38,4.84,56.23,N
DIV,22.0,335.0,194.0,185.0,212.0,7.0,145.0,32.4,0.0,38.91,355.0,280.8,0.0,53.87,N
DIV,21.0,355.0,208.0,145.0,178.0,7.0,145.0,22.0,0.0,0.0,355.0,286.0,0.0,52.0,Y
UL,2.0,355.0,208.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,208.0,0.0,0.0,Y
LI,1.0,355.0,208.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,234.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,234.0,0.0,0.0,Y
LI,1.0,355.0,234.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,260.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,260.0,0.0,0.0,Y
LI,1.0,355.0,260.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,286.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,286.0,0.0,0.0,Y
LI,1.0,355.0,286.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,312.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,312.0,0.0,0.0,Y
LI,1.0,355.0,312.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,338.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,338.0,0.0,0.0,Y
LI,1.0,355.0,338.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
UL,2.0,355.0,364.0,145.0,22.0,1.0,145.0,22.0,0.0,0.0,355.0,364.0,0.0,0.0,Y
LI,1.0,355.0,364.0,145.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
DIV,22.0,335.0,194.0,185.0,212.0,7.0,145.0,32.4,0.0,38.91,355.0,280.8,0.0,53.87,N
DIV,21.0,355.0,208.0,145.0,178.0,7.0,145.0,22.0,0.0,0.0,355.0,286.0,0.0,52.0,Y
