@RELATION 05-TRAINING-WIDGET

@ATTRIBUTE positionleft NUMERIC
@ATTRIBUTE positiontop NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE height NUMERIC
@ATTRIBUTE childcount NUMERIC
@ATTRIBUTE domheight NUMERIC
@ATTRIBUTE domlevelmoreelements NUMERIC
@ATTRIBUTE domlevelelements NUMERIC
@ATTRIBUTE domwidth NUMERIC
@ATTRIBUTE mousex NUMERIC
@ATTRIBUTE mousey NUMERIC
@ATTRIBUTE numwords NUMERIC
@ATTRIBUTE numwordschild NUMERIC
@ATTRIBUTE numlinks NUMERIC
@ATTRIBUTE widget {Other,Dropdown}

@DATA
80.0,245.0,64.0,56.0,0.0,0.0,1.0,1.0,0.0,130.0,6331.0,0.0,0.0,0.0,Other
80.0,300.0,771.0,276.0,75.0,7.0,4.0,26.0,29.0,130.0,6331.0,65.0,2.24,29.0,Dropdown
51.0,369.0,13.0,30.0,2.0,2.0,1.0,1.0,1.0,393.0,6730.0,1.0,1.0,0.0,Other
1094.0,1230.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,393.0,7165.0,0.0,0.0,0.0,Other
888.0,1230.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,393.0,7165.0,0.0,0.0,0.0,Other
1094.0,982.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,393.0,7165.0,0.0,0.0,0.0,Other
888.0,982.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,393.0,7165.0,0.0,0.0,0.0,Other
80.0,281.0,64.0,56.0,0.0,0.0,1.0,1.0,0.0,139.0,7200.0,0.0,0.0,0.0,Other
80.0,336.0,191.0,244.0,28.0,7.0,4.0,8.0,8.0,139.0,7200.0,12.0,1.5,8.0,Dropdown
715.0,1018.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,1367.0,7225.0,0.0,0.0,0.0,Other
715.0,877.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,1367.0,7225.0,0.0,0.0,0.0,Other
104.0,1018.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,1367.0,7225.0,0.0,0.0,0.0,Other
104.0,877.0,142.0,100.0,0.0,0.0,1.0,1.0,0.0,1367.0,7225.0,0.0,0.0,0.0,Other
125.0,1046.0,120.0,85.0,0.0,0.0,1.0,1.0,0.0,1350.0,8537.0,0.0,0.0,0.0,Other
-9999.0,1474.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
-9999.0,1474.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
-9999.0,1474.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
-9999.0,1474.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1350.0,8537.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,378.0,347.0,0.0,0.0,0.0,Other
115.0,1724.0,1120.0,514.0,23.0,4.0,2.0,14.0,14.0,378.0,347.0,0.0,0.0,0.0,Other
125.0,1724.0,1100.0,514.0,12.0,2.0,1.0,10.0,10.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,9.0,3.0,1.0,4.0,4.0,378.0,347.0,0.0,0.0,0.0,Other
115.0,2306.0,1120.0,490.0,12.0,4.0,2.0,4.0,5.0,378.0,347.0,0.0,0.0,0.0,Other
125.0,2606.0,1100.0,190.0,9.0,3.0,1.0,4.0,4.0,378.0,347.0,0.0,0.0,0.0,Other
135.0,1724.0,1080.0,0.0,4.0,1.0,1.0,4.0,4.0,378.0,347.0,0.0,0.0,0.0,Other
135.0,1724.0,1080.0,0.0,6.0,1.0,1.0,6.0,6.0,378.0,347.0,0.0,0.0,0.0,Other
146.0,1734.0,248.0,287.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
416.0,1734.0,248.0,287.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
686.0,1734.0,248.0,287.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
956.0,1734.0,248.0,287.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
146.0,2042.0,158.0,185.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
326.0,2042.0,158.0,185.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
506.0,2042.0,158.0,185.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
686.0,2042.0,158.0,185.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
865.0,2042.0,158.0,185.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
1045.0,2042.0,158.0,185.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,8.0,2.0,1.0,4.0,4.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
135.0,2606.0,1080.0,0.0,8.0,2.0,1.0,4.0,4.0,378.0,347.0,0.0,0.0,0.0,Other
146.0,2617.0,248.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
416.0,2617.0,248.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
686.0,2617.0,248.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
956.0,2617.0,248.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,9.0,3.0,1.0,4.0,4.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,8.0,2.0,1.0,4.0,4.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,378.0,347.0,0.0,0.0,0.0,Other
68.0,1069.0,1215.0,250.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
190.0,1069.0,970.0,250.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
68.0,124.0,1215.0,150.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
190.0,124.0,970.0,150.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,46.0,46.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,24.0,24.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,39.0,39.0,0.0,Other
640.0,2879.0,23.0,45.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
583.0,2874.0,45.0,45.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
571.0,2874.0,69.0,45.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
687.0,2879.0,23.0,45.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
722.0,2874.0,45.0,45.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
710.0,2874.0,69.0,45.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
481.0,2874.0,386.0,77.0,12.0,4.0,1.0,3.0,6.0,-1.0,-1.0,6.0,2.0,3.0,Other
481.0,2924.0,386.0,30.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,4.0,4.0,1.0,Other
497.0,2960.0,35.0,32.0,3.0,1.0,1.0,2.0,3.0,-1.0,-1.0,2.0,1.0,0.0,Other
894.0,2816.0,388.0,182.0,69.0,6.0,3.0,12.0,33.0,-1.0,-1.0,5.0,2.5,13.0,Other
895.0,2817.0,386.0,135.0,9.0,3.0,2.0,3.0,5.0,-1.0,-1.0,3.0,3.0,1.0,Other
1242.0,2966.0,30.0,22.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
916.0,2852.0,64.0,63.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
915.0,2837.0,346.0,115.0,8.0,2.0,1.0,3.0,5.0,-1.0,-1.0,46.0,11.5,0.0,Other
1052.0,2843.0,74.0,13.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,3.0,3.0,0.0,Other
1000.0,2843.0,47.0,14.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,Other
1000.0,2859.0,250.0,43.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,39.0,39.0,0.0,Other
190.0,1231.0,970.0,250.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
190.0,124.0,970.0,150.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,144.0,5.0,3.0,56.0,58.0,-1.0,-1.0,33.0,1.1,28.0,Dropdown
68.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,388.0,388.0,388.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,752.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,884.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1103.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1235.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1454.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1586.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,388.0,388.0,388.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,752.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,884.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1103.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1235.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1454.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
480.0,1586.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,583.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,388.0,388.0,388.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,840.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,752.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,972.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,884.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1191.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1103.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1323.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1235.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1542.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1454.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
