@RELATION 05-TRAINING-WIDGET

@ATTRIBUTE positionleft NUMERIC
@ATTRIBUTE positiontop NUMERIC
@ATTRIBUTE width NUMERIC
@ATTRIBUTE height NUMERIC
@ATTRIBUTE childcount NUMERIC
@ATTRIBUTE domheight NUMERIC
@ATTRIBUTE domlevelmoreelements NUMERIC
@ATTRIBUTE domlevelelements NUMERIC
@ATTRIBUTE domwidth NUMERIC
@ATTRIBUTE mousex NUMERIC
@ATTRIBUTE mousey NUMERIC
@ATTRIBUTE numwords NUMERIC
@ATTRIBUTE numwordschild NUMERIC
@ATTRIBUTE numlinks NUMERIC
@ATTRIBUTE widget {Other,Dropdown}

@DATA
894.0,1674.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
894.0,1586.0,175.0,175.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1367.0,144.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1367.0,144.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1367.0,144.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1072.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,1072.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1072.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,1215.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,1072.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1471.0,244.0,244.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1653.0,244.0,244.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,1835.0,244.0,244.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1593.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1471.0,244.0,244.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1775.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1653.0,244.0,244.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1957.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,1835.0,244.0,244.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
68.0,2158.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
377.0,2158.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
687.0,2158.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,2301.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
997.0,2158.0,285.0,285.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,2511.0,402.0,402.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,2511.0,402.0,402.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,2712.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,2511.0,402.0,402.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
69.0,2978.0,402.0,402.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
473.0,2978.0,402.0,402.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,3179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
878.0,2978.0,402.0,402.0,0.0,0.0,1.0,1.0,0.0,1367.0,144.0,0.0,0.0,0.0,Other
128.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
237.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
346.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
455.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
564.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
673.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
782.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
891.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1000.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1109.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-961.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-852.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-743.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-634.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-525.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-416.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-307.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-198.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-89.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
19.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1218.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1327.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1436.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1545.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1654.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1763.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1872.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
1981.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2090.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2199.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2308.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2417.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2526.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2635.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2744.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2853.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
2962.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
3071.0,619.0,109.0,60.0,3.0,3.0,1.0,1.0,1.0,1265.0,5678.0,0.0,0.0,1.0,Other
-961.0,619.0,4142.0,60.0,152.0,4.0,1.0,38.0,38.0,1265.0,5678.0,0.0,0.0,38.0,Other
56.0,-1163.0,1239.0,292.0,56.0,6.0,5.0,20.0,33.0,1265.0,5678.0,37.0,7.4,5.0,Other
56.0,-88.0,1239.0,312.0,59.0,6.0,5.0,20.0,37.0,1265.0,5678.0,38.0,4.22,4.0,Other
-1833.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-1724.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-1615.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-1506.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-1397.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-1288.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-1179.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-1070.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-961.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-852.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-743.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-634.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-525.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-416.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-307.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-198.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
-89.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
19.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
128.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
237.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
346.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
455.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
564.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
673.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
782.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
891.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1000.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1109.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1218.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1327.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1436.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1545.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1654.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1763.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1872.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
1981.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
2090.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
2199.0,679.0,109.0,0.0,2.0,2.0,1.0,1.0,1.0,1265.0,5679.0,0.0,0.0,0.0,Other
905.0,4646.0,345.0,194.0,0.0,0.0,1.0,1.0,0.0,272.0,53.0,0.0,0.0,0.0,Other
905.0,5086.0,345.0,194.0,0.0,0.0,1.0,1.0,0.0,272.0,53.0,0.0,0.0,0.0,Other
905.0,4842.0,152.0,85.0,1.0,1.0,1.0,1.0,1.0,272.0,53.0,0.0,0.0,0.0,Other
905.0,4842.0,152.0,85.0,0.0,0.0,1.0,1.0,0.0,272.0,53.0,0.0,0.0,0.0,Other
905.0,4928.0,152.0,85.0,1.0,1.0,1.0,1.0,1.0,272.0,53.0,0.0,0.0,0.0,Other
905.0,4928.0,152.0,85.0,0.0,0.0,1.0,1.0,0.0,272.0,53.0,0.0,0.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,272.0,53.0,6.0,6.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,272.0,53.0,46.0,46.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,272.0,53.0,24.0,24.0,0.0,Other
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,272.0,53.0,39.0,39.0,0.0,Other
200.0,118.0,283.0,55.0,31.0,6.0,3.0,3.0,19.0,272.0,53.0,26.0,1.86,6.0,Other
572.0,118.0,283.0,55.0,31.0,6.0,3.0,3.0,19.0,272.0,53.0,23.0,1.64,6.0,Other
855.0,118.0,283.0,55.0,31.0,6.0,3.0,3.0,19.0,272.0,53.0,25.0,1.79,6.0,Other
220.0,193.0,245.0,135.0,18.0,5.0,2.0,3.0,10.0,268.0,142.0,17.0,2.43,5.0,Other
0.0,0.0,0.0,0.0,19.0,5.0,1.0,3.0,9.0,268.0,142.0,3.0,1.0,1.0,Other
905.0,2341.0,362.0,160.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,2501.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
905.0,2589.0,362.0,125.0,14.0,3.0,1.0,7.0,10.0,268.0,142.0,5.0,1.0,0.0,Other
